"birthName","rdf-schema#label","award_label","birthDate","birthYear","birthPlace_label","deathDate","deathPlace_label","citizenship_label","nationality_label","stateOfOrigin_label","almaMater_label","field_label","22-rdf-syntax-ns#type_label","nobel_prize"
"NULL","James Heckman","{John Bates Clark Medal|Nobel Memorial Prize in Economic Sciences}","1944-04-19","1944-01-01T00:00:00+02:00","Chicago","NULL","NULL","NULL","United States","NULL","{Princeton University|Colorado College}","Microeconomics","{agent|economist|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Academician109759069|AcademicsOfUniversityCollegeLondon|Acquirer109764201|Adult109605289|Alumnus109786338|AmericanEconomists|AmericanNobelLaureates|CausalAgent100007347|Econometrician110043491|Economist110043643|Educator110045713|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|SocialScientist110619642|Whole100003553|YagoLegalActorGeo|ColoradoCollegeAlumni|Econometricians|PhysicalEntity100001930|PrincetonUniversityAlumni|NobelLaureatesInEconomics|YagoLegalActor}","Nobel Memorial Prize in Economic Sciences"
"NULL","Phillip Allen Sharp","{Nobel Prize in Physiology or Medicine|National Medal of Science}","1944-06-06","1944-01-01T00:00:00+02:00","Falmouth Kentucky","NULL","NULL","NULL","United States","NULL","{Union College (Kentucky)|University of Illinois at Urbana–Champaign}","Biologist","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|LivingPeople|UnionCollege(Kentucky)Alumni|Acquirer109764201|Alumnus109786338|AmericanGeneticists|AmericanNobelLaureates|Biologist109855630|CausalAgent100007347|Geneticist110126424|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInPhysiologyOrMedicine|PeopleFromPendletonCountyKentucky|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"Robert C. Merton","Robert C. Merton","Nobel Memorial Prize in Economic Sciences","1944-07-31","1944-01-01T00:00:00+02:00","{New York City|United States}","NULL","NULL","NULL","United States","NULL","{California Institute of Technology|Columbia University|Massachusetts Institute of Technology}","{Economics|Finance}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|LivingPeople|Acquirer109764201|Alumnus109786338|AmericanEconomists|AmericanNobelLaureates|CausalAgent100007347|Economist110043643|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|SocialScientist110619642|Whole100003553|YagoLegalActorGeo|ColumbiaUniversityAlumni|FinancialEconomists|PhysicalEntity100001930|NobelLaureatesInEconomics|YagoLegalActor}","Nobel Memorial Prize in Economic Sciences"
"David Jeffrey Wineland","David J. Wineland","{Nobel Prize in Physics|Arthur L. Schawlow Prize in Laser Science|National Medal of Science}","1944-02-24","1944-01-01T00:00:00+02:00","{Milwaukee|Wisconsin|United States}","NULL","NULL","NULL","United States","NULL","{Harvard University|University of California Berkeley|University of Washington}","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HarvardUniversityAlumni|LivingPeople|Alumnus109786338|AmericanPhysicists|CausalAgent100007347|Intellectual109621545|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Physicist110428004|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|OpticalPhysicists|YagoLegalActor}","Nobel Prize in Physics"
"NULL","David Trimble","NULL","1944-10-15","1944-01-01T00:00:00+02:00","{Northern Ireland|Bangor County Down|United Kingdom|County Down}","NULL","NULL","NULL","United Kingdom","NULL","Queen's University Belfast","NULL","{agent|office holder|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LeadersOfTheUlsterUnionistParty|LivingPeople|Officeholder110371450|Owner110389398|VanguardUnionistProgressivePartyPoliticians|Academician109759069|AcademicsOfQueen'sUniversityBelfast|Acquirer109764201|Administrator109770949|Adult109605289|AlumniOfQueen'sUniversityBelfast|Alumnus109786338|Aristocrat109807754|Barrister109840963|BarristersFromNorthernIreland|BritishLegalScholars|BritishNobelLaureates|CausalAgent100007347|Educator110045713|Executive110069645|Head110162991|Holder110180178|Honoree110183757|Intellectual109621545|Laureate110249011|Lawyer110249950|Leader109623038|LivingThing100004258|Minister110320863|Noble110271677|Object100002684|Official110372373|Organism100004475|Peer110412910|Person100007846|Politician110451263|Professional110480253|Recipient109627906|Scholar110557854|SkilledWorker110605985|Whole100003553|Worker109632518|YagoLegalActorGeo|ConservativeParty(UK)LifePeers|ElizabethtownCollegeAlumni|FirstMinistersOfNorthernIreland|LifePeer110260943|MaleAristocrat110285135|PhysicalEntity100001930|NobelLaureatesFromNorthernIreland|NobelPeacePrizeLaureates|NorthernIrelandGovernmentMinisters|PeopleEducatedAtBangorGrammarSchool|YagoLegalActor}","Nobel Peace Prize"
"NULL","Kary Mullis","{Japan Prize|Nobel Prize in Chemistry}","1944-12-28","1944-01-01T00:00:00+02:00","{Lenoir North Carolina|United States}","NULL","NULL","NULL","NULL","NULL","Georgia Institute of Technology","Molecular biology","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|JapanPrizeLaureates|LivingPeople|Acquirer109764201|AmericanBiochemists|AmericanNobelLaureates|Biochemist109854915|CausalAgent100007347|Chemist109913824|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInChemistry|PeopleFromCaldwellCountyNorthCarolina|PeopleFromColumbiaSouthCarolina|YagoLegalActor}","Nobel Prize in Chemistry"
"Douglas Dean Osheroff","Douglas Osheroff","Nobel Prize in Physics","1945-08-01","1945-01-01T00:00:00+02:00","Aberdeen Washington","NULL","NULL","United States","NULL","NULL","{California Institute of Technology|Cornell University}","{Condensed matter physics|Experimental physics}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|MacArthurFellows|Acquirer109764201|Alumnus109786338|AmericanNobelLaureates|AmericanPeopleOfRussianDescent|AmericanPeopleOfSlovakDescent|Associate109816771|CausalAgent100007347|Colleague109935990|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|CornellUniversityAlumni|PhysicalEntity100001930|ScientistsAtBellLabs|NobelLaureatesInPhysics|PeopleFromAberdeenWashington|YagoLegalActor}","Nobel Prize in Physics"
"NULL","Aung San Suu Kyi","NULL","1945-06-19","1945-01-01T00:00:00+02:00","{Burma|Yangon|British rule in Burma}","NULL","NULL","NULL","NULL","NULL","{Lady Shri Ram College for Women|SOAS University of London|St Hugh's College Oxford}","NULL","{agent|office holder|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|wgs84_pos#SpatialThing|PersonWithOccupation|HonoraryCompanionsOfTheOrderOfAustralia|LivingPeople|Officeholder110371450|Owner110389398|UNESCO-MadanjeetSinghPrizeLaureates|WomenNobelLaureates|Acquirer109764201|Adult109605289|Advocate109774783|AlumniOfStHugh'sCollegeOxford|AlumniOfTheSchoolOfOrientalAndAfricanStudies|Alumnus109786338|AmnestyInternationalPrisonersOfConscience|BuddhistPacifists|BurmeseDemocracyActivists|BurmeseHumanRightsActivists|BurmeseNobelLaureates|BurmesePacifists|BurmesePrisonersAndDetainees|BurmeseSocialists|BurmeseWomenInPolitics|BurmeseWomenWriters|BurmeseWriters|CausalAgent100007347|CivilRightsLeader109924996|Communicator109610660|Disputant109615465|Friend110112591|Holder110180178|Honoree110183757|Intellectual109621545|Laureate110249011|Leader109623038|LivingThing100004258|Militant110315837|Object100002684|Official110372373|Organism100004475|Pacifist110390199|Person100007846|Politician110450303|Prisoner110476086|Recipient109627906|Reformer110515194|Scholar110557854|SkilledWorker110605985|Socialist110618848|Unfortunate109630641|Whole100003553|Woman110787470|Worker109632518|Writer110794014|YagoLegalActorGeo|CivilRightsActivists|Companion109945905|Female109619168|PhysicalEntity100001930|PrisonersAndDetaineesOfBurma|NobelPeacePrizeLaureates|NonviolenceAdvocates|OlofPalmePrizeLaureates|PeopleFromYangon|YagoLegalActor}","Nobel Peace Prize"
"Richard Royce Schrock","Richard R. Schrock","Nobel Prize in Chemistry","1945-01-04","1945-01-01T00:00:00+02:00","{Berne Indiana|United States}","NULL","NULL","NULL","United States","NULL","{Harvard University|University of California Riverside|University of Cambridge}","Chemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|HarvardUniversityAlumni|InorganicChemists|LivingPeople|Academician109759069|AcademicsOfTheUniversityOfCambridge|Acquirer109764201|Adult109605289|AlexanderVonHumboldtFellows|Alumnus109786338|AmericanChemists|AmericanNobelLaureates|Associate109816771|CausalAgent100007347|Chemist109913824|Colleague109935990|Educator110045713|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|DuPontPeople|PhysicalEntity100001930|NobelLaureatesInChemistry|PeopleFromAdamsCountyIndiana|PeopleFromSanDiegoCalifornia|PeopleFromWinchesterMassachusetts|YagoLegalActor}","Nobel Prize in Chemistry"
"George Fitzgerald Smoot III","George Smoot","{Oersted Medal|Nobel Prize in Physics|Albert Einstein Medal}","1945-02-20","1945-01-01T00:00:00+02:00","Yukon Florida","NULL","NULL","NULL","United States","NULL","Massachusetts Institute of Technology","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|LivingPeople|Acquirer109764201|AmericanAstronomers|AmericanNobelLaureates|AmericanPhysicists|Astronomer109818343|CausalAgent100007347|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|Cosmologist109819667|Cosmologists|PhysicalEntity100001930|NobelLaureatesInPhysics|YagoLegalActor}","Nobel Prize in Physics"
"NULL","Elfriede Jelinek","NULL","1946-10-20","1946-01-01T00:00:00+02:00","{Styria|Mürzzuschlag|Austria}","NULL","NULL","NULL","Austria","NULL","NULL","NULL","{agent|artist|person|writer|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Artist|Writer|GeorgB%C3%BCchnerPrizeWinners|LivingPeople|WomenNobelLaureates|WomenNovelists|Acquirer109764201|AustrianDramatistsAndPlaywrights|AustrianFeminists|AustrianNobelLaureates|AustrianNovelists|AustrianPeopleOfCzech-JewishDescent|AustrianPeopleOfGermanDescent|AustrianPeopleOfJewishDescent|AustrianPeopleOfRomanianDescent|AustrianWomenWriters|CausalAgent100007347|Communicator109610660|Disputant109615465|Dramatist110030277|Feminist110084635|Gambler110118844|Honoree110183757|Laureate110249011|LivingThing100004258|Novelist110363573|Object100002684|Organism100004475|Person100007846|PrizeWinner109627807|Recipient109627906|Reformer110515194|Whole100003553|Writer110794014|YagoLegalActorGeo|FeministWriters|PhysicalEntity100001930|Winner110782791|NobelLaureatesInLiterature|PeopleFromM%C3%BCrzzuschlag|YagoLegalActor}","Nobel Prize in Literature"
"NULL","John C. Mather","Nobel Prize in Physics","1946-08-07","1946-01-01T00:00:00+02:00","{Virginia|Roanoke Virginia|United States}","NULL","NULL","NULL","United States","NULL","{University of California Berkeley|Swarthmore College}","{Cosmology|Astrophysics}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|HertzFoundationGraduateFellows|LivingPeople|Acquirer109764201|Alumnus109786338|AmericanAstronomers|AmericanNobelLaureates|AmericanPhysicists|Associate109816771|Astronomer109818343|CausalAgent100007347|Colleague109935990|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Physicist110428004|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|FellowsOfTheAmericanPhysicalSociety|PhysicalEntity100001930|SwarthmoreCollegeAlumni|NobelLaureatesInPhysics|PeopleFromRoanokeVirginia|PeopleFromSussexCountyNewJersey|YagoLegalActor}","Nobel Prize in Physics"
"NULL","Richard Axel","Nobel Prize in Physiology or Medicine","1946-07-02","1946-01-01T00:00:00+02:00","{New York City|Brooklyn|United States|New York}","NULL","NULL","United States","NULL","NULL","{Columbia University|Stuyvesant High School|Johns Hopkins School of Medicine}","Neuroscience","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|HowardHughesMedicalInvestigators|JohnsHopkinsUniversityAlumni|LivingPeople|Acquirer109764201|Alumnus109786338|AmericanNeuroscientists|AmericanNobelLaureates|Associate109816771|Biologist109855630|CausalAgent100007347|Colleague109935990|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Neuroscientist110354580|Object100002684|Organism100004475|Peer109626238|Person100007846|Recipient109627906|ResearchWorker110523076|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|ColumbiaUniversityAlumni|FellowsOfTheAmericanAcademyOfArtsAndSciences|PhysicalEntity100001930|StuyvesantHighSchoolAlumni|Neurobiologist110353928|NobelLaureatesInPhysiologyOrMedicine|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"NULL","Georges J. F. Köhler","Nobel Prize in Physiology or Medicine","1946-04-17","1946-01-01T00:00:00+02:00","Munich","1995-03-01","Freiburg im Breisgau","NULL","Germany","NULL","NULL","NULL","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|GermanNobelLaureates|GermanScientists|Immunologists|Acquirer109764201|CausalAgent100007347|Honoree110183757|Immunologist110199902|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|MedicalScientist110306004|PhysicalEntity100001930|NobelLaureatesInPhysiologyOrMedicine|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"NULL","Gerard 't Hooft","{Franklin Medal|Lomonosov Gold Medal|Nobel Prize in Physics|Spinoza Prize|Wolf Prize|Lorentz Medal}","1946-07-05","1946-01-01T00:00:00+02:00","Den Helder","NULL","NULL","NULL","Netherlands","NULL","Utrecht University","Theoretical physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|TheoreticalPhysicists|UtrechtUniversityAlumni|Acquirer109764201|Alumnus109786338|CausalAgent100007347|CommandingOfficer109941964|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|MilitaryOfficer110317007|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|Scholar110557854|Scientist110560637|Serviceman110582746|SkilledWorker110605985|Whole100003553|Worker109632518|YagoLegalActorGeo|CommandersOfTheOrderOfTheNetherlandsLion|DutchNobelLaureates|DutchPhysicists|PhysicalEntity100001930|NobelLaureatesInPhysics|PeopleFromDenHelder|PeopleFromUtrecht(city)|YagoLegalActor}","Nobel Prize in Physics"
"Ahmed Hassan Zewail","Ahmed Zewail","{Albert Einstein World Award of Science|Davy Medal|Tolman Award|Franklin Institute|Wolf Prize|Priestley Medal|Order of the Nile}","1946-02-26","1946-01-01T00:00:00+02:00","{Damanhur|Egypt}","NULL","NULL","NULL","Egypt","NULL","{University of Pennsylvania|Alexandria University}","{Chemistry|Physics}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|LivingPeople|Acquirer109764201|AfricanScientists|AmericanNobelLaureates|AmericanPeopleOfEgyptianDescent|ArabNobelLaureates|ArabScientists|CausalAgent100007347|Chemist109913824|Citizen109923673|Emigrant110051975|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scientist110560637|Traveler109629752|Whole100003553|YagoLegalActorGeo|EgyptianChemists|EgyptianEmigrantsToTheUnitedStates|EgyptianNobelLaureates|Migrant110314952|National109625401|PhysicalEntity100001930|NaturalizedCitizensOfTheUnitedStates|NobelLaureatesInChemistry|PhysicalChemists|YagoLegalActor}","Nobel Prize in Chemistry"
"NULL","Eric F. Wieschaus","Nobel Prize in Physiology or Medicine","1947-06-08","1947-01-01T00:00:00+02:00","South Bend Indiana","NULL","NULL","NULL","United States","NULL","{Yale University|University of Notre Dame}","Developmental biology","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|LivingPeople|YaleUniversityAlumni|Acquirer109764201|Alumnus109786338|AmericanBiologists|AmericanGeneticists|AmericanNobelLaureates|Biologist109855630|CausalAgent100007347|Geneticist110126424|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInPhysiologyOrMedicine|PeopleFromSouthBendIndiana|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
